instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
Warrant NOP-0146,BVLIMA,2023-Q3,Capital,0.0184,0.0326,0.0277,0.0361,0.0630,0.0055,0.0818,0.0596,0.0708,0.1343,0.0677,0.3525,174639,false
ADR NOP-0147,MILA,2023-Q4,Mixto,0.0707,0.0327,0.0456,0.0066,0.0730,0.0613,0.0187,0.0332,0.0401,0.0100,0.0331,0.5250,35597,true
REIT NOP-0148,BVC,2024-01,Renta Fija,0.0550,0.0772,0.0811,0.0083,0.0397,0.0076,0.0458,0.1126,0.0576,0.1232,0.0084,0.3335,36939,false
Fondo Indexado NOP-0149,COLCAP,2024-02,Renta Variable,0.0645,0.0229,0.0832,0.0528,0.0606,0.0303,0.0307,0.0271,0.0669,0.1358,0.0267,0.3485,191249,false
Acción QRS-0150,BVLIMA,2024-03,Derivados,0.0719,0.0427,0.0065,0.0232,0.0898,0.0994,0.0056,0.0488,0.0037,0.1417,0.1439,0.2728,26863,true
Bono Corporativo QRS-0151,MILA,2024-04,Estructurado,0.0652,0.0022,0.0549,0.0891,0.0659,0.0416,0.0476,0.0207,0.0376,0.0429,0.1061,0.3762,188341,false
ETF QRS-0152,BVC,2024-05,Dividendos,0.0511,0.0702,0.0215,0.0080,0.0014,0.0651,0.0364,0.0565,0.0085,0.1020,0.0558,0.4735,38304,false
Fondo Mutuo QRS-0153,COLCAP,2024-06,Intereses,0.0666,0.0540,0.0515,0.0637,0.0621,0.0462,0.0959,0.0880,0.0686,0.1115,0.0836,0.1583,177828,true
Bono Gobierno QRS-0154,BVLIMA,2024-07,Capital,0.0367,0.0215,0.0435,0.0797,0.0008,0.0765,0.0017,0.1214,0.0484,0.0337,0.0958,0.3903,87840,false
Acción Preferente QRS-0155,MILA,2024-08,Mixto,0.0401,0.0131,0.0805,0.0503,0.0019,0.0179,0.0354,0.0475,0.0894,0.1170,0.0925,0.3644,163059,false
Warrant QRS-0156,BVC,2024-09,Renta Fija,0.0201,0.0821,0.0700,0.0252,0.0748,0.0113,0.0771,0.0655,0.0305,0.1270,0.0935,0.2729,73056,true
ADR QRS-0157,COLCAP,2024-10,Renta Variable,0.0153,0.0496,0.0156,0.0267,0.0823,0.0015,0.1186,0.0090,0.1480,0.1230,0.1099,0.2505,139907,false
REIT QRS-0158,BVLIMA,2024-11,Derivados,0.0695,0.0329,0.0654,0.0277,0.0812,0.0596,0.0912,0.0887,0.0907,0.1108,0.0042,0.2281,92282,false
Fondo Indexado QRS-0159,MILA,2024-12,Estructurado,0.0170,0.0646,0.0547,0.0335,0.0067,0.0885,0.0215,0.1187,0.0133,0.0301,0.1250,0.3764,117715,true
Acción TUV-0160,BVC,2024-Q1,Dividendos,0.0318,0.0747,0.0124,0.0871,0.0339,0.0504,0.0051,0.0441,0.0133,0.0722,0.0539,0.4711,160855,false
Bono Corporativo TUV-0161,COLCAP,2024-Q2,Intereses,0.0364,0.0008,0.0477,0.0113,0.0441,0.1054,0.0394,0.1277,0.1341,0.0615,0.1221,0.2195,60429,false
ETF TUV-0162,BVLIMA,2024-Q3,Capital,0.0577,0.0597,0.0171,0.0214,0.0903,0.0124,0.0186,0.0969,0.0885,0.0843,0.0901,0.3130,199521,true
Fondo Mutuo TUV-0163,MILA,2024-Q4,Mixto,0.0182,0.0285,0.0406,0.0363,0.0231,0.0297,0.0834,0.1231,0.0703,0.0595,0.0296,0.4077,52624,false
Bono Gobierno TUV-0164,BVC,2023-Q1,Renta Fija,0.0491,0.0210,0.0728,0.0610,0.0020,0.0378,0.0791,0.0062,0.1430,0.0661,0.1231,0.2888,136371,false
Acción Preferente TUV-0165,COLCAP,2023-Q2,Renta Variable,0.0649,0.0210,0.0852,0.0559,0.0351,0.0324,0.0636,0.0376,0.0848,0.0746,0.0881,0.3068,46087,true
Warrant TUV-0166,BVLIMA,2023-Q3,Derivados,0.0330,0.0682,0.0093,0.0399,0.0860,0.0142,0.0428,0.1056,0.1170,0.0047,0.0815,0.3478,52448,false
ADR TUV-0167,MILA,2023-Q4,Estructurado,0.0739,0.0271,0.0435,0.0755,0.0318,0.0329,0.0723,0.0205,0.1022,0.0796,0.1427,0.2480,37362,false
REIT TUV-0168,BVC,2024-01,Dividendos,0.0034,0.0281,0.0624,0.0257,0.0941,0.0576,0.0847,0.0626,0.1291,0.0636,0.0289,0.3098,36860,true
Fondo Indexado TUV-0169,COLCAP,2024-02,Intereses,0.0762,0.0667,0.0532,0.0640,0.0332,0.0696,0.0443,0.0774,0.0813,0.0258,0.0218,0.3365,83512,false
Acción WXY-0170,BVLIMA,2024-03,Capital,0.0442,0.0452,0.0152,0.0218,0.0169,0.0550,0.0328,0.1120,0.0567,0.0576,0.0543,0.4383,54928,false
Bono Corporativo WXY-0171,MILA,2024-04,Mixto,0.0416,0.0374,0.0072,0.0612,0.0573,0.0647,0.1015,0.0169,0.0645,0.1151,0.0762,0.3064,164576,true
ETF WXY-0172,BVC,2024-05,Renta Fija,0.0392,0.0253,0.0543,0.0654,0.0859,0.0443,0.0289,0.0377,0.0535,0.1208,0.1183,0.2764,60098,false
Fondo Mutuo WXY-0173,COLCAP,2024-06,Renta Variable,0.0334,0.0269,0.0587,0.0264,0.0245,0.0143,0.0690,0.0930,0.0217,0.1102,0.0122,0.4597,191427,false
Bono Gobierno WXY-0174,BVLIMA,2024-07,Derivados,0.0155,0.0770,0.0533,0.0233,0.0027,0.0668,0.0535,0.0394,0.1040,0.0956,0.1227,0.2962,91941,true
Acción Preferente WXY-0175,MILA,2024-08,Estructurado,0.0424,0.0315,0.0270,0.0889,0.0592,0.0551,0.1009,0.0093,0.0754,0.0810,0.0045,0.3748,174291,false
Warrant WXY-0176,BVC,2024-09,Dividendos,0.0635,0.0373,0.0122,0.0131,0.0181,0.0628,0.0877,0.0857,0.0854,0.0366,0.1475,0.3001,186109,false
ADR WXY-0177,COLCAP,2024-10,Intereses,0.0004,0.0085,0.0424,0.0005,0.0073,0.0113,0.0034,0.0603,0.0156,0.0692,0.0684,0.6627,16661,true
REIT WXY-0178,BVLIMA,2024-11,Capital,0.0778,0.0497,0.0454,0.0726,0.0215,0.0600,0.0235,0.0711,0.0175,0.1144,0.0273,0.3692,21746,false
Fondo Indexado WXY-0179,MILA,2024-12,Mixto,0.0480,0.0709,0.0639,0.0640,0.0494,0.0531,0.0378,0.0135,0.1174,0.0539,0.1190,0.2591,21409,false
Acción ZAB-0180,BVC,2024-Q1,Renta Fija,0.0200,0.0143,0.0564,0.0565,0.0820,0.0713,0.0253,0.0257,0.0305,0.0014,0.0111,0.5555,42017,true
Bono Corporativo ZAB-0181,COLCAP,2024-Q2,Renta Variable,0.0388,0.0560,0.0635,0.0337,0.0493,0.1002,0.0311,0.0813,0.0415,0.0384,0.1460,0.2702,22463,false
ETF ZAB-0182,BVLIMA,2024-Q3,Derivados,0.0738,0.0535,0.0736,0.0430,0.0750,0.0353,0.0623,0.0112,0.1205,0.1255,0.0529,0.2234,137548,false
Fondo Mutuo ZAB-0183,MILA,2024-Q4,Estructurado,0.0505,0.0501,0.0450,0.0744,0.0015,0.0523,0.0813,0.0195,0.0736,0.0319,0.1469,0.3230,179606,true
Bono Gobierno ZAB-0184,BVC,2023-Q1,Dividendos,0.0678,0.0495,0.0313,0.0517,0.0008,0.0469,0.0068,0.0373,0.0755,0.0384,0.0402,0.5038,62157,false
Acción Preferente ZAB-0185,COLCAP,2023-Q2,Intereses,0.0775,0.0571,0.0382,0.0008,0.0102,0.0625,0.0209,0.0613,0.1243,0.1134,0.0640,0.3198,68680,false
Warrant ZAB-0186,BVLIMA,2023-Q3,Capital,0.0357,0.0187,0.0773,0.0354,0.0656,0.0428,0.1006,0.0675,0.0071,0.0360,0.0208,0.4425,89887,true
ADR ZAB-0187,MILA,2023-Q4,Mixto,0.0299,0.0096,0.0688,0.0297,0.0670,0.0526,0.0926,0.0862,0.1142,0.0103,0.0318,0.3573,94042,false
REIT ZAB-0188,BVC,2024-01,Renta Fija,0.0386,0.0124,0.0819,0.0187,0.0997,0.0163,0.0160,0.0510,0.0132,0.1004,0.1474,0.3544,18847,false
Fondo Indexado ZAB-0189,COLCAP,2024-02,Renta Variable,0.0723,0.0091,0.0634,0.0599,0.0467,0.0130,0.0310,0.1287,0.0551,0.0305,0.0142,0.4261,63667,true
Acción CDE-0190,BVLIMA,2024-03,Derivados,0.0332,0.0106,0.0697,0.0478,0.0852,0.0597,0.0629,0.1147,0.0925,0.1125,0.0802,0.1810,183511,false
Bono Corporativo CDE-0191,MILA,2024-04,Estructurado,0.0291,0.0223,0.0134,0.0929,0.0975,0.0699,0.0458,0.0066,0.0706,0.0848,0.0526,0.3645,79919,false
ETF CDE-0192,BVC,2024-05,Dividendos,0.0347,0.0493,0.0420,0.0542,0.0852,0.0089,0.0440,0.0930,0.0371,0.0770,0.1048,0.3198,138064,true
Fondo Mutuo CDE-0193,COLCAP,2024-06,Intereses,0.0211,0.0507,0.0776,0.0091,0.0618,0.0868,0.0561,0.0116,0.1271,0.0825,0.0696,0.2960,118776,false
Bono Gobierno CDE-0194,BVLIMA,2024-07,Capital,0.0428,0.0695,0.0689,0.0563,0.0621,0.0410,0.0867,0.0619,0.0585,0.0094,0.0550,0.3379,81283,false
Acción Preferente CDE-0195,MILA,2024-08,Mixto,0.0196,0.0016,0.0317,0.0439,0.0413,0.0365,0.0918,0.0972,0.0294,0.0834,0.0994,0.3742,15443,true
Warrant CDE-0196,BVC,2024-09,Renta Fija,0.0325,0.0180,0.0793,0.0317,0.0404,0.0128,0.0163,0.0129,0.0506,0.1103,0.1096,0.4356,91767,false
ADR CDE-0197,COLCAP,2024-10,Renta Variable,0.0438,0.0198,0.0527,0.0075,0.0804,0.0510,0.1051,0.0972,0.0096,0.0135,0.0180,0.4514,48912,false
REIT CDE-0198,BVLIMA,2024-11,Derivados,0.0091,0.0317,0.0045,0.0244,0.0146,0.0425,0.1111,0.0077,0.0139,0.0001,0.0449,0.6455,27704,true
Fondo Indexado CDE-0199,MILA,2024-12,Estructurado,0.0701,0.0484,0.0255,0.0296,0.0897,0.0066,0.1084,0.0687,0.0712,0.0621,0.0844,0.2853,60222,false
Acción ABC-0200,BVC,2024-Q1,Dividendos,0.0702,0.0796,0.0317,0.0373,0.0632,0.0136,0.0418,0.0123,0.0416,0.0892,0.0774,0.3921,128739,false
Bono Corporativo ABC-0201,COLCAP,2024-Q2,Intereses,0.0531,0.0215,0.0444,0.0543,0.0010,0.0533,0.0859,0.0132,0.0592,0.0300,0.1209,0.4132,38321,true
ETF ABC-0202,BVLIMA,2024-Q3,Capital,0.0527,0.0734,0.0373,0.0021,0.0460,0.0196,0.0964,0.0934,0.0264,0.0473,0.1174,0.3380,198546,false
Fondo Mutuo ABC-0203,MILA,2024-Q4,Mixto,0.0404,0.0742,0.0032,0.0369,0.0278,0.0503,0.0570,0.0109,0.0237,0.0115,0.0175,0.5966,31385,false
Bono Gobierno ABC-0204,BVC,2023-Q1,Renta Fija,0.0285,0.0513,0.0428,0.0450,0.0285,0.0067,0.0173,0.0072,0.1266,0.0047,0.0279,0.5635,135830,true
Acción Preferente ABC-0205,COLCAP,2023-Q2,Renta Variable,0.0480,0.0007,0.0158,0.0229,0.0232,0.0619,0.0570,0.0667,0.1106,0.0390,0.1087,0.3955,189716,false
Warrant ABC-0206,BVLIMA,2023-Q3,Derivados,0.0681,0.0574,0.0232,0.0588,0.0536,0.0813,0.0990,0.0914,0.0273,0.0388,0.0487,0.3024,141177,false
ADR ABC-0207,MILA,2023-Q4,Estructurado,0.0707,0.0497,0.0770,0.0497,0.0283,0.0496,0.0295,0.0434,0.0718,0.0308,0.0417,0.4078,102001,true
REIT ABC-0208,BVC,2024-01,Dividendos,0.0778,0.0710,0.0283,0.0318,0.0476,0.0418,0.0823,0.0370,0.0248,0.0888,0.0019,0.4169,177681,false
Fondo Indexado ABC-0209,COLCAP,2024-02,Intereses,0.0170,0.0493,0.0567,0.0068,0.0387,0.0114,0.0743,0.1326,0.0778,0.0197,0.0055,0.4602,46290,false
Acción XYZ-0210,BVLIMA,2024-03,Capital,0.0684,0.0296,0.0228,0.0881,0.0236,0.0615,0.0459,0.1142,0.0623,0.1102,0.1218,0.2016,64651,true
Bono Corporativo XYZ-0211,MILA,2024-04,Mixto,0.0752,0.0126,0.0460,0.0806,0.0661,0.0564,0.0821,0.0368,0.0251,0.1159,0.0617,0.2915,57323,false
ETF XYZ-0212,BVC,2024-05,Renta Fija,0.0530,0.0006,0.0347,0.0824,0.0318,0.1064,0.0008,0.0427,0.0582,0.1447,0.1470,0.2477,78161,false
Fondo Mutuo XYZ-0213,COLCAP,2024-06,Renta Variable,0.0779,0.0644,0.0571,0.0530,0.0699,0.0328,0.0636,0.0379,0.0943,0.0238,0.0364,0.3389,68190,true
Bono Gobierno XYZ-0214,BVLIMA,2024-07,Derivados,0.0144,0.0704,0.0325,0.0078,0.0958,0.1037,0.0059,0.0809,0.0887,0.0774,0.0738,0.2987,194970,false
Acción Preferente XYZ-0215,MILA,2024-08,Estructurado,0.0324,0.0467,0.0639,0.0706,0.0897,0.0353,0.1006,0.0523,0.0468,0.0756,0.0893,0.2468,113427,false
Warrant XYZ-0216,BVC,2024-09,Dividendos,0.0215,0.0212,0.0887,0.0692,0.0917,0.0359,0.0232,0.0022,0.1052,0.1417,0.0876,0.2619,62087,true
ADR XYZ-0217,COLCAP,2024-10,Intereses,0.0543,0.0696,0.0781,0.0827,0.0498,0.0379,0.0406,0.0770,0.1001,0.0649,0.1133,0.1817,170773,false
REIT XYZ-0218,BVLIMA,2024-11,Capital,0.0649,0.0088,0.0025,0.0579,0.0832,0.0243,0.0477,0.0197,0.1206,0.1070,0.1464,0.2670,163805,false
Fondo Indexado XYZ-0219,MILA,2024-12,Mixto,0.0078,0.0421,0.0516,0.0718,0.0008,0.0063,0.0637,0.1358,0.0508,0.0172,0.1464,0.3557,60975,true
Acción DEF-0220,BVC,2024-Q1,Renta Fija,0.0006,0.0454,0.0544,0.0199,0.0183,0.0252,0.1256,0.0886,0.0430,0.1463,0.0400,0.3427,72679,false
Bono Corporativo DEF-0221,COLCAP,2024-Q2,Renta Variable,0.0781,0.0470,0.0303,0.0349,0.0631,0.0443,0.0315,0.0557,0.1372,0.0350,0.0668,0.3261,164787,false
ETF DEF-0222,BVLIMA,2024-Q3,Derivados,0.0190,0.0071,0.0325,0.0504,0.0477,0.0624,0.0122,0.1243,0.1428,0.0689,0.1126,0.2701,26924,true
Fondo Mutuo DEF-0223,MILA,2024-Q4,Estructurado,0.0135,0.0172,0.0745,0.0289,0.0777,0.0615,0.0512,0.0600,0.0471,0.1420,0.0562,0.3202,128947,false
Bono Gobierno DEF-0224,BVC,2023-Q1,Dividendos,0.0188,0.0653,0.0652,0.0090,0.0886,0.0967,0.0599,0.0718,0.0097,0.0509,0.1334,0.2807,193277,false
Acción Preferente DEF-0225,COLCAP,2023-Q2,Intereses,0.0258,0.0639,0.0594,0.0466,0.0223,0.1029,0.0541,0.0691,0.0087,0.0840,0.0719,0.3413,99634,true
Warrant DEF-0226,BVLIMA,2023-Q3,Capital,0.0482,0.0660,0.0171,0.0694,0.0357,0.0655,0.0122,0.0083,0.0498,0.1417,0.0906,0.3455,46651,false
ADR DEF-0227,MILA,2023-Q4,Mixto,0.0660,0.0075,0.0015,0.0326,0.0931,0.0594,0.0615,0.0448,0.0984,0.1342,0.1333,0.2177,29920,false
REIT DEF-0228,BVC,2024-01,Renta Fija,0.0220,0.0703,0.0553,0.0002,0.0590,0.0324,0.0189,0.1170,0.0280,0.0268,0.1053,0.4148,168464,true
Fondo Indexado DEF-0229,COLCAP,2024-02,Renta Variable,0.0432,0.0752,0.0206,0.0842,0.0475,0.0639,0.0839,0.0880,0.0473,0.0441,0.1148,0.2373,78085,false
Acción GHI-0230,BVLIMA,2024-03,Derivados,0.0301,0.0214,0.0839,0.0530,0.0895,0.0911,0.0269,0.0541,0.0222,0.0657,0.0721,0.3400,167178,false
Bono Corporativo GHI-0231,MILA,2024-04,Estructurado,0.0405,0.0229,0.0323,0.0652,0.0700,0.0135,0.0492,0.0661,0.0411,0.0634,0.0400,0.4458,124149,true
ETF GHI-0232,BVC,2024-05,Dividendos,0.0321,0.0016,0.0075,0.0288,0.0128,0.0648,0.0128,0.1003,0.0638,0.0242,0.0940,0.5073,157747,false
Fondo Mutuo GHI-0233,COLCAP,2024-06,Intereses,0.0238,0.0721,0.0671,0.0669,0.0227,0.0996,0.0635,0.0217,0.0259,0.0384,0.1457,0.3026,148233,false
Bono Gobierno GHI-0234,BVLIMA,2024-07,Capital,0.0758,0.0790,0.0018,0.0708,0.0627,0.0393,0.0347,0.0623,0.0199,0.0552,0.0049,0.4436,36208,true
Acción Preferente GHI-0235,MILA,2024-08,Mixto,0.0001,0.0845,0.0632,0.0336,0.0270,0.0033,0.0414,0.0215,0.0167,0.0805,0.0959,0.4823,51795,false
Warrant GHI-0236,BVC,2024-09,Renta Fija,0.0257,0.0662,0.0159,0.0104,0.0524,0.0614,0.0869,0.1240,0.1082,0.0329,0.0400,0.3260,52341,false
ADR GHI-0237,COLCAP,2024-10,Renta Variable,0.0519,0.0478,0.0139,0.0788,0.0838,0.0501,0.0542,0.1125,0.0923,0.0021,0.0242,0.3384,124909,true
REIT GHI-0238,BVLIMA,2024-11,Derivados,0.0756,0.0008,0.0450,0.0226,0.0772,0.1018,0.0079,0.0749,0.1265,0.1069,0.0612,0.2496,135166,false
Fondo Indexado GHI-0239,MILA,2024-12,Estructurado,0.0703,0.0107,0.0505,0.0191,0.0584,0.0251,0.0695,0.0283,0.0551,0.0931,0.0141,0.4558,192956,false
Acción JKL-0240,BVC,2024-Q1,Dividendos,0.0038,0.0311,0.0163,0.0187,0.0817,0.0232,0.0088,0.0574,0.1060,0.0519,0.0695,0.4816,140803,true
Bono Corporativo JKL-0241,COLCAP,2024-Q2,Intereses,0.0036,0.0501,0.0051,0.0154,0.0207,0.0791,0.0460,0.0881,0.0409,0.0259,0.0190,0.5561,198320,false
ETF JKL-0242,BVLIMA,2024-Q3,Capital,0.0446,0.0499,0.0527,0.0313,0.0174,0.0401,0.0766,0.0580,0.0695,0.1242,0.0572,0.3285,153873,false
Fondo Mutuo JKL-0243,MILA,2024-Q4,Mixto,0.0521,0.0340,0.0218,0.0905,0.0818,0.0290,0.0824,0.0607,0.0066,0.0079,0.1013,0.3819,162080,true
Bono Gobierno JKL-0244,BVC,2023-Q1,Renta Fija,0.0140,0.0565,0.0734,0.0251,0.0235,0.0178,0.0592,0.0912,0.1182,0.0175,0.0359,0.4177,106585,false
Acción Preferente JKL-0245,COLCAP,2023-Q2,Renta Variable,0.0730,0.0590,0.0299,0.0726,0.0802,0.0087,0.0306,0.0009,0.0430,0.0134,0.1405,0.3982,102790,false
Warrant JKL-0246,BVLIMA,2023-Q3,Derivados,0.0182,0.0506,0.0854,0.0499,0.0492,0.0912,0.0373,0.1050,0.1099,0.0175,0.0557,0.2801,11545,true
ADR JKL-0247,MILA,2023-Q4,Estructurado,0.0018,0.0475,0.0354,0.0249,0.0590,0.0730,0.0760,0.0490,0.0871,0.1037,0.0033,0.3893,67376,false
REIT JKL-0248,BVC,2024-01,Dividendos,0.0134,0.0731,0.0303,0.0546,0.0886,0.0769,0.0203,0.1045,0.0195,0.0424,0.1067,0.3197,29066,false
Fondo Indexado JKL-0249,COLCAP,2024-02,Intereses,0.0401,0.0638,0.0641,0.0140,0.0265,0.0511,0.0069,0.0467,0.0479,0.0147,0.1440,0.4302,26343,true
Acción MNO-0250,BVLIMA,2024-03,Capital,0.0050,0.0469,0.0495,0.0219,0.0519,0.1043,0.0522,0.0335,0.0818,0.1369,0.0261,0.3400,97756,false
Bono Corporativo MNO-0251,MILA,2024-04,Mixto,0.0223,0.0023,0.0556,0.0653,0.0099,0.0428,0.0214,0.0448,0.0168,0.1232,0.1102,0.4354,113828,false
ETF MNO-0252,BVC,2024-05,Renta Fija,0.0335,0.0357,0.0043,0.0518,0.0485,0.0258,0.0838,0.0210,0.0679,0.1157,0.0023,0.4597,161655,true
Fondo Mutuo MNO-0253,COLCAP,2024-06,Renta Variable,0.0501,0.0507,0.0231,0.0027,0.0221,0.0454,0.0869,0.0212,0.0040,0.1030,0.1076,0.4332,171756,false
Bono Gobierno MNO-0254,BVLIMA,2024-07,Derivados,0.0619,0.0517,0.0503,0.0271,0.0683,0.0757,0.0146,0.0485,0.0770,0.1344,0.0706,0.2699,155099,false
Acción Preferente MNO-0255,MILA,2024-08,Estructurado,0.0393,0.0279,0.0536,0.0627,0.0458,0.0854,0.0854,0.0280,0.1252,0.0812,0.1451,0.1704,51102,true
Warrant MNO-0256,BVC,2024-09,Dividendos,0.0039,0.0331,0.0822,0.0094,0.0818,0.1043,0.0536,0.0183,0.0002,0.1268,0.0210,0.4154,116639,false
ADR MNO-0257,COLCAP,2024-10,Intereses,0.0237,0.0780,0.0347,0.0705,0.0160,0.0021,0.0087,0.0037,0.0857,0.0371,0.0174,0.5724,77034,false
REIT MNO-0258,BVLIMA,2024-11,Capital,0.0429,0.0334,0.0790,0.0596,0.0145,0.0256,0.0085,0.0541,0.1114,0.0416,0.1383,0.3411,195814,true
Fondo Indexado MNO-0259,MILA,2024-12,Mixto,0.0308,0.0693,0.0035,0.0558,0.0871,0.0645,0.0860,0.0765,0.0672,0.1309,0.0859,0.1925,153350,false
Acción PQR-0260,BVC,2024-Q1,Renta Fija,0.0647,0.0798,0.0110,0.0762,0.0225,0.0150,0.1109,0.0941,0.0785,0.1246,0.0040,0.2687,79314,false
Bono Corporativo PQR-0261,COLCAP,2024-Q2,Renta Variable,0.0226,0.0189,0.0125,0.0276,0.0210,0.0649,0.0537,0.0941,0.1239,0.0233,0.0041,0.4834,76420,true
ETF PQR-0262,BVLIMA,2024-Q3,Derivados,0.0211,0.0774,0.0546,0.0676,0.0623,0.0706,0.0620,0.0908,0.0904,0.0832,0.1228,0.1472,133139,false
Fondo Mutuo PQR-0263,MILA,2024-Q4,Estructurado,0.0487,0.0776,0.0683,0.0461,0.0704,0.0316,0.0530,0.0196,0.0511,0.0716,0.1131,0.2989,58092,false
Bono Gobierno PQR-0264,BVC,2023-Q1,Dividendos,0.0669,0.0037,0.0360,0.0630,0.0471,0.0123,0.0380,0.0677,0.0191,0.0754,0.0838,0.4370,171575,true
Acción Preferente PQR-0265,COLCAP,2023-Q2,Intereses,0.0589,0.0528,0.0429,0.0643,0.0647,0.0898,0.0874,0.0609,0.0069,0.0978,0.0297,0.2939,146078,false
Warrant PQR-0266,BVLIMA,2023-Q3,Capital,0.0327,0.0372,0.0125,0.0030,0.0161,0.1034,0.0255,0.1102,0.1199,0.0952,0.0774,0.3169,176588,false
ADR PQR-0267,MILA,2023-Q4,Mixto,0.0187,0.0678,0.0458,0.0436,0.0748,0.0522,0.0977,0.0757,0.0769,0.0445,0.0583,0.2940,195898,true
REIT PQR-0268,BVC,2024-01,Renta Fija,0.0653,0.0651,0.0496,0.0095,0.0412,0.0580,0.0015,0.1002,0.0466,0.0640,0.0742,0.3748,149989,false
Fondo Indexado PQR-0269,COLCAP,2024-02,Renta Variable,0.0284,0.0468,0.0597,0.0141,0.0273,0.1103,0.0216,0.0696,0.1025,0.0970,0.0685,0.3042,133291,false
Acción STU-0270,BVLIMA,2024-03,Derivados,0.0677,0.0082,0.0673,0.0223,0.0934,0.0962,0.0681,0.0822,0.0408,0.0419,0.0172,0.3447,43573,true
Bono Corporativo STU-0271,MILA,2024-04,Estructurado,0.0585,0.0068,0.0326,0.0276,0.0674,0.0247,0.0312,0.1201,0.0234,0.0558,0.0197,0.4822,116258,false
ETF STU-0272,BVC,2024-05,Dividendos,0.0486,0.0380,0.0768,0.0284,0.0125,0.0279,0.0479,0.0770,0.0858,0.0677,0.0126,0.4268,196938,false
Fondo Mutuo STU-0273,COLCAP,2024-06,Intereses,0.0691,0.0163,0.0230,0.0161,0.0088,0.0652,0.0345,0.0841,0.0341,0.0888,0.0400,0.4700,171358,true
Bono Gobierno STU-0274,BVLIMA,2024-07,Capital,0.0542,0.0646,0.0186,0.0172,0.0335,0.0750,0.0526,0.0886,0.1109,0.1227,0.1446,0.1675,139989,false
Acción Preferente STU-0275,MILA,2024-08,Mixto,0.0189,0.0299,0.0399,0.0695,0.0107,0.0397,0.0331,0.0441,0.0748,0.1113,0.0696,0.4085,55328,false
Warrant STU-0276,BVC,2024-09,Renta Fija,0.0232,0.0606,0.0274,0.0329,0.0736,0.1000,0.0994,0.0268,0.1165,0.0361,0.1162,0.2373,181442,true
ADR STU-0277,COLCAP,2024-10,Renta Variable,0.0540,0.0501,0.0242,0.0759,0.0600,0.0971,0.0576,0.0190,0.0887,0.0852,0.0675,0.2707,68960,false
REIT STU-0278,BVLIMA,2024-11,Derivados,0.0151,0.0096,0.0024,0.0383,0.0931,0.0390,0.0044,0.1388,0.0893,0.0117,0.0607,0.4476,110628,false
Fondo Indexado STU-0279,MILA,2024-12,Estructurado,0.0639,0.0051,0.0122,0.0603,0.0858,0.0532,0.0384,0.0946,0.0401,0.0587,0.0587,0.3790,157693,true
Acción VWX-0280,BVC,2024-Q1,Dividendos,0.0635,0.0613,0.0616,0.0679,0.0266,0.0550,0.0442,0.1022,0.0531,0.0626,0.0159,0.3361,47159,false
Bono Corporativo VWX-0281,COLCAP,2024-Q2,Intereses,0.0363,0.0303,0.0039,0.0447,0.0334,0.0224,0.1238,0.0959,0.0661,0.0386,0.0436,0.4110,97160,false
ETF VWX-0282,BVLIMA,2024-Q3,Capital,0.0172,0.0440,0.0688,0.0656,0.0284,0.1033,0.0018,0.0307,0.0021,0.1033,0.0323,0.4525,35930,true
Fondo Mutuo VWX-0283,MILA,2024-Q4,Mixto,0.0748,0.0253,0.0571,0.0483,0.0819,0.0083,0.0257,0.0659,0.0481,0.0362,0.1484,0.3300,165765,false
Bono Gobierno VWX-0284,BVC,2023-Q1,Renta Fija,0.0340,0.0351,0.0196,0.0770,0.0879,0.0081,0.1124,0.0117,0.0869,0.0739,0.0935,0.3099,24827,false
Acción Preferente VWX-0285,COLCAP,2023-Q2,Renta Variable,0.0012,0.0069,0.0164,0.0535,0.0855,0.0754,0.0728,0.0741,0.0873,0.1091,0.0655,0.3023,21535,true
Warrant VWX-0286,BVLIMA,2023-Q3,Derivados,0.0684,0.0133,0.0355,0.0784,0.0577,0.0055,0.1077,0.1053,0.0721,0.0986,0.0701,0.2374,169491,false
ADR VWX-0287,MILA,2023-Q4,Estructurado,0.0774,0.0759,0.0332,0.0253,0.0477,0.0759,0.0458,0.0669,0.1148,0.1103,0.0345,0.2423,22943,false
REIT VWX-0288,BVC,2024-01,Dividendos,0.0384,0.0591,0.0585,0.0357,0.0916,0.0251,0.0298,0.0520,0.0150,0.0378,0.0377,0.4693,165606,true
Fondo Indexado VWX-0289,COLCAP,2024-02,Intereses,0.0662,0.0702,0.0640,0.0160,0.0644,0.0053,0.1104,0.0872,0.0778,0.0471,0.0751,0.2663,105140,false
Acción YZA-0290,BVLIMA,2024-03,Capital,0.0170,0.0752,0.0102,0.0167,0.0112,0.0080,0.0347,0.1319,0.0820,0.1301,0.0202,0.4128,63296,false
Bono Corporativo YZA-0291,MILA,2024-04,Mixto,0.0083,0.0724,0.0066,0.0698,0.0942,0.0375,0.0489,0.0898,0.0105,0.0911,0.0174,0.4035,149199,true
ETF YZA-0292,BVC,2024-05,Renta Fija,0.0136,0.0788,0.0032,0.0631,0.0805,0.0438,0.0100,0.0232,0.1419,0.0615,0.0769,0.3535,80480,false
